Smiles	tag 
C1(=C([C@H](C(=O)C1)O)N([H])[H])[C@H](C=O)O	omega_70406
C1[C@H]([C@H]([C@H]([C@@H]1O[H])O)O)C	omega_33278
C1[C@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C	omega_33278
C1(=O)[C@@H]([C@](C)(CCO)O[C@H]1O)O[H]	omega_26948
C1(=O)[C@@H]([C@](C)(CCO)O[C@H]1O)N([H])[H]	omega_26948
[C@@H]1([C@@H](O[C@]([C@@]1(C)O)(C)CO)O[H])O	omega_84302
[C@@H]1([C@@H](O[C@]([C@@]1(C)O)(C)CO)N([H])[H])O	omega_84302
C(=O)(C[C@@H]1C[C@H](C[C@@H](O1)O)O[H])O	omega_82272
C(=O)(C[C@@H]1C[C@H](C[C@@H](O1)O)N([H])[H])O	omega_82272
C(=C\C[C@H]([C@@H](C=O)O)O[H])/C(=O)O	omega_98637
C(=C\C[C@H]([C@@H](C=O)O)N([H])[H])/C(=O)O	omega_98637
C1=C(CO[C@H]([C@]1(CO)O)O[H])CO	omega_26977
C1=C(CO[C@H]([C@]1(CO)O)N([H])[H])CO	omega_26977
C(=O)(CC[C@@H]1[C@H](C[C@H](O1)O)O[H])O	omega_82663
C(=O)(CC[C@@H]1[C@H](C[C@H](O1)O)N([H])[H])O	omega_82663
C(=C\[C@@H]1[C@H]([C@@H]([C@@H](O1)O)O)O[H])\C=O	omega_74346
C(=C\[C@@H]1[C@H]([C@@H]([C@@H](O1)O)O)N([H])[H])\C=O	omega_74346
C1=C([C@H]([C@H]([C@@H]1O[H])O)O)COC	omega_65901
C1=C([C@H]([C@H]([C@@H]1N([H])[H])O)O)COC	omega_65901
C(=O)([C@@H](CCCO)[C@H](CO)O)O[H]	omega_66377
C(=O)([C@@H](CCCO)[C@H](CO)O)N([H])[H]	omega_66377
C(=O)([C@H]1C[C@@H]([C@@H]([C@@H]1O[H])O)O)CO	omega_99859
C(=O)([C@H]1C[C@@H]([C@@H]([C@@H]1N([H])[H])O)O)CO	omega_99859
C1(=O)[C@H]2C[C@H]([C@@]([C@@H]1O)(O2)O[H])CO	omega_69605
C1(=O)[C@H]2C[C@H]([C@@]([C@@H]1O)(O2)N([H])[H])CO	omega_69605
C=C(C(=O)O)C[C@H](C(=O)O[H])CO	omega_36358
C=C(C(=O)O)C[C@H](C(=O)N([H])[H])CO	omega_36358
C(=O)(CC[C@@H]1[C@@H](C[C@H](O1)O)O[H])O	omega_82666
C(=O)(CC[C@@H]1[C@@H](C[C@H](O1)O)N([H])[H])O	omega_82666
C1(=C([C@H](OC1)O)O[H])C(CO)CO	omega_60496
C1(=C([C@H](OC1)O)N([H])[H])C(CO)CO	omega_60496
C1[C@@H]([C@H]([C@H](O1)O)O[H])OC[C@@H](C)O	omega_31880
C1[C@@H]([C@H]([C@H](O1)O)N([H])[H])OC[C@@H](C)O	omega_31880
C1(=C([C@H](OC1)O)O[H])C(=O)CO	omega_10309
C1(=C([C@H](OC1)O)N([H])[H])C(=O)CO	omega_10309
C1[C@@H]([C@H]([C@@H](O1)O[H])O)OC[C@@H](C)O	omega_31898
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)OC[C@@H](C)O	omega_31898
[C@@H]1([C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])OC)C	omega_53913
[C@@H]1([C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])OC)C	omega_53913
C(=O)([C@@]1(C[C@H]([C@@H](O1)O[H])O)C)CO	omega_41234
C(=O)([C@@]1(C[C@H]([C@@H](O1)N([H])[H])O)C)CO	omega_41234
C(=O)[C@@]1([C@H]([C@H]([C@@H](O1)O[H])O)CO)C	omega_37502
C(=O)[C@@]1([C@H]([C@H]([C@@H](O1)N([H])[H])O)CO)C	omega_37502
C1(=O)C[C@@H]([C@H]([C@@H]1O[H])O)CC(=O)O	omega_6776
C1(=O)C[C@@H]([C@H]([C@@H]1N([H])[H])O)CC(=O)O	omega_6776
C1(=C([C@H]([C@H](C1)O)O)O[H])CC(=O)O	omega_6595
C1(=C([C@H]([C@H](C1)O)O)N([H])[H])CC(=O)O	omega_6595
C(=O)([C@@H]1[C@H]([C@@H](O[C@@H]1C)O[H])O)CO	omega_87859
C(=O)([C@@H]1[C@H]([C@@H](O[C@@H]1C)N([H])[H])O)CO	omega_87859
C(=O)C[C@@H]1[C@@]([C@H]([C@@H](O1)O)O)(C)O[H]	omega_40329
C(=O)C[C@@H]1[C@@]([C@H]([C@@H](O1)O)O)(C)N([H])[H]	omega_40329
C1[C@H]([C@@H]([C@@H]([C@@H]1OCOC)O)O[H])O	omega_9229
C1[C@H]([C@@H]([C@@H]([C@@H]1OCOC)O)N([H])[H])O	omega_9229
C1[C@H]([C@H]([C@@H](O1)O)O[H])OCCO	omega_49540
C1[C@H]([C@H]([C@@H](O1)O)N([H])[H])OCCO	omega_49540
C1[C@@H]([C@H]([C@H]([C@@H]1O[H])O)CO)CO	omega_80202
C1[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)CO)CO	omega_80202
C1=C(CO[C@H]([C@@H]1O)O[H])CCO	omega_99228
C1=C(CO[C@H]([C@@H]1O)N([H])[H])CCO	omega_99228
C(=O)[C@@H]1[C@H]([C@@H](O[C@H]1[C@@H](C)O)O[H])O	omega_77145
C(=O)[C@@H]1[C@H]([C@@H](O[C@H]1[C@@H](C)O)N([H])[H])O	omega_77145
C1(=O)C[C@H]([C@H]([C@@H]([C@H]1OC)O[H])O)O	omega_60777
C1(=O)C[C@H]([C@H]([C@@H]([C@H]1OC)N([H])[H])O)O	omega_60777
C(=O)(C[C@H]1[C@@H](C[C@H](O1)O[H])O)O	omega_23615
C(=O)(C[C@H]1[C@@H](C[C@H](O1)N([H])[H])O)O	omega_23615
C(=O)[C@@H]1[C@H]([C@H]([C@@H](CO1)O[H])O)O	omega_22693
C(=O)[C@@H]1[C@H]([C@H]([C@@H](CO1)N([H])[H])O)O	omega_22693
C(=O)(C[C@@H]1C[C@@H]([C@@H](CO1)O[H])O)O	omega_83423
C(=O)(C[C@@H]1C[C@@H]([C@@H](CO1)N([H])[H])O)O	omega_83423
C1=C([C@@H](CCC(=O)O)O[C@@H]1O)O[H]	omega_96572
C1=C([C@@H](CCC(=O)O)O[C@@H]1O)N([H])[H]	omega_96572
C(=O)(C[C@@H]1[C@H](C[C@@H](O1)O[H])O)O	omega_23614
C(=O)(C[C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)O	omega_23614
C(=O)(C)OCC[C@H]([C@H](CO[H])O)O	omega_50608
C(=O)(C)OCC[C@H]([C@H](CN([H])[H])O)O	omega_50608
C(=C\C[C@H]([C@H](C)O)O[H])/C(=O)O	omega_85107
C(=C\C[C@H]([C@H](C)O)N([H])[H])/C(=O)O	omega_85107
C(=O)C(=O)[C@H]1C[C@@H]([C@@H]([C@@H]1O[H])O)O	omega_6682
C(=O)C(=O)[C@H]1C[C@@H]([C@@H]([C@@H]1N([H])[H])O)O	omega_6682
[C@@H]1([C@H]([C@@H](O[C@@H]1CCOC)O)O)O[H]	omega_7953
[C@@H]1([C@H]([C@@H](O[C@@H]1CCOC)O)O)N([H])[H]	omega_7953
C1[C@@H]([C@H]([C@@H](O1)O[H])O)C[C@@H](CO)O	omega_60859
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)C[C@@H](CO)O	omega_60859
