Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G4	LHLARWDFSDJYIP	C1(C(O)OC(CO)C(C1O)N)=O	177.063722452	C6H11NO5	6	11	5.0	-2.8749	0.124	6	4	113.01	0.74832	6	1.3527050339370967	1.0
G4	INSLACNTUGQOFH	C(C1C(CC(C(O1)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.3788	-0.439	5	3	92.78	-1.7343	5	0.6963764230086805	0.8333333333333334
G4	CENRNTZRWINXFK	C1(COC(C)(C(C1O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.0086	-0.252	5	3	92.78	0.69586	5	0.6917381991189773	0.8333333333333334
G4	RUAOCEJLIRNUTJ	C1(C(C)OC(C(C1O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9482	-0.383	5	3	92.78	1.875	5	0.6929248774427226	0.8333333333333334
G4	ZMMUNVJJIOQTBY	C(C1C(CC(C(O1)O)N)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.7766	-0.515	5	3	98.57	-2.4294	5	0.72780473042482	0.8333333333333334
G4	RJGAFDVHDCPFHF	C(C1C(C(CC(O1)O)N)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.7766	-0.515	5	3	98.57	-2.1967	5	0.72780473042482	0.8333333333333334
G4	LUURGJNWJTZYQH	C1(C(O)OCC(C(C1O)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-2.783	0.124	6	4	113.01	1.3084	6	1.349253488371139	1.0
G4	STKXMNHQOWQGRO	C(C(CO)=O)(C(C(CO)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.606	0.368	6	4	120.85	-5.8352	6	1.4820640179756404	1.0
G4	VNNJCEYJPXOFAK	C(C(CN)=O)(C(C(CO)N)O)=O	176.079706864	C6H12N2O4	6	12	4.0	-4.0038	0.292	6	4	126.64	-6.8211	6	1.5134923253917785	1.0
G4	DJQKFPXSNRYANP	C(C(CN)O)(C(C(CO)=O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.606	0.368	6	4	120.85	1.3445	6	1.4820640179756397	1.0
G4	JPOBDMZAAPUVJU	C(C(CN)O)(C(C(CN)=O)O)=O	176.079706864	C6H12N2O4	6	12	4.0	-4.0038	0.292	6	4	126.64	0.38805	6	1.5134923253917787	1.0
G4	WRZBPCBTPCEARQ	C1(C(C(CO)N)OC(C1O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-2.9322	0.124	6	4	113.01	-2.6504	6	1.3561565795030537	1.0
G4	YDNSZDFLFDYBPI	C1(C(C(COC(C1O)O)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-2.783	0.124	6	4	113.01	1.0038	6	1.3492534883711371	1.0
G4	HUGGLDJNQPYXQI	C(C(C(CN)NCC=O)O)(O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.6553	0.23	6	4	112.65	-0.4271	6	0.9355456597177052	1.0
G4	LHWXGRRXMBLHCJ	C12CC(C(C(C1O)O)(O)O2)N	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.395	5	4	95.94	-2.8337	5	1.0297931865959586	0.8333333333333334
G4	NLXNVNHPFWYOQC	C1C2(CC(C(C2N)(O)O1)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4895	-0.126	5	4	95.94	0.93833	5	1.0286065082722131	0.8333333333333334
G4	YFDQKZUSTLIISG	C12C(CC(C(C1O)N)(O)O2)O	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.395	5	4	95.94	0.028754	5	1.0297931865959595	0.8333333333333334
G4	PVCOQUOIIKDPAC	C12C(C(C(CC1N)(O)O2)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.395	5	4	95.94	-2.5569	5	1.0297931865959584	0.8333333333333334
G4	JZHSQKMPQHFNBH	C12C(CC(C(C1N)O)(O)O2)O	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.395	5	4	95.94	0.28	5	1.0297931865959586	0.8333333333333334
G4	LPTHTPCSRLDPTG	C1(C2C(C(C(C2O)N)O1)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4578	-0.308	5	4	95.94	0.13304	5	1.136668403128283	0.8333333333333334
G4	CEZNNIKMXLLLKF	C1(C2C(C(C(C2N)O)O1)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4578	-0.308	5	4	95.94	0.15657	5	1.136668403128283	0.8333333333333334
G4	ZSTOVYIYRSAZSK	C1(C2C(C(C(C2N)O1)O)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4578	-0.308	5	4	95.94	-0.62197	5	1.136668403128283	0.8333333333333334
G4	CMOTYCNYYIMDBR	C1C(CN)(C(C(CO)(O)O1)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1976	0.575	6	5	116.17	0.031452	6	1.494866148028822	1.0
G4	AAOFETGIYOONBN	C1C(CO)(C(C(CO)(O)O1)N)O	179.079372516	C6H13NO5	6	13	5.0	-3.1976	0.575	6	5	116.17	-0.27711	6	1.4948661480288226	1.0
G4	BITRVGQOJXKTBW	C1C(CO)(C(C(CN)(O)O1)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1976	0.575	6	5	116.17	0.46248	6	1.4948661480288226	1.0
G4	AGQNMONOGCPJME	C1C(CO)(C(C(O)O1)N)O	149.068807832	C5H11NO4	5	11	4.0	-2.5352	0.315	5	4	95.94	-0.090812	5	1.2171859620656635	1.0
G4	WVFLQJAIFBHEMM	C(C1C(C(C(O)O1)N)O)O	149.068807832	C5H11NO4	5	11	4.0	-2.5085	0.046	5	4	95.94	-0.084122	5	1.2183726403894084	1.0
G4	MXEHSYMCAMUSSB	C1C(CN)(C(C(CO)(O)O1)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.5954	0.499	6	5	121.96	-0.33653	6	1.5262944554449616	1.0
G4	UHDMVDWFXQXUMY	C1C(CN)(C(C(CN)(O)O1)O)O	178.095356928	C6H14N2O4	6	14	4.0	-3.5954	0.499	6	5	121.96	0.54264	6	1.5262944554449616	1.0
G4	QYGGXIJMCJXQID	C(C1(CC(CO1)(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5578	-0.039	5	3	92.78	-2.8708	5	0.6974546119271477	0.8333333333333334
G4	XWBDTJFTKCWEKS	C1(C(O)OC(CO)(CN)C1)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1414	-0.006	5	3	92.78	-3.781	5	0.6974546119271489	0.8333333333333334
G4	TWEWJQPPZMHURN	C(C1C(C(C(CO)(O1)O)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3832	0.091	6	4	113.01	-1.7693	6	1.3561565795030532	1.0
G4	YXZGGWZRYAOQFB	C(CN)(C1C(C(C(O1)O)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.1071	0.124	6	4	113.01	-1.6825	6	1.3561565795030532	1.0
G4	SJKLAKPTXVJXEG	C(C1C(C(C(CN)(O1)O)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3832	0.091	6	4	113.01	-3.9645	6	1.356156579503053	1.0
G4	XOEGSGRJUZLUEG	C1C(C)(C(C(CO)(O)O1)N)O	163.084457896	C6H13NO4	6	13	4.0	-2.2709	0.068	5	4	95.94	-0.92167	5	0.8350859915344498	0.8333333333333334
G4	RWKLZYIDUDIHQX	C1C(C)(C(C(CN)(O)O1)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.2709	0.068	5	4	95.94	2.2818	5	0.8350859915344496	0.8333333333333334
G4	PGCIMUSXLUDRNY	C1C(CN)(CC(CO)(O)O1)O	163.084457896	C6H13NO4	6	13	4.0	-2.3455	0.176	5	4	95.94	-2.9751	5	0.8373508587766628	0.8333333333333334
G4	CETNIAGKXYHNDL	C1C(CN)(C(C(C)(O)O1)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.2709	0.068	5	4	95.94	1.9551	5	0.8350859915344503	0.8333333333333334
G4	WRVCSFXBOVGPSE	C1C(CN)(CC(O)O1)O	133.073893212	C5H11NO3	5	11	3.0	-1.6831	-0.084	4	3	75.71	0.34722	4	0.5596706728135036	0.8
G4	AVNVVLSIOCUSPH	C1C(CN)(C(C(O)O1)N)O	148.084792244	C5H12N2O3	5	12	3.0	-2.933	0.239	5	4	101.73	-0.0795	5	1.2486142694818023	1.0
G4	SNTPJQALTNHVGS	C(CC1(COC(C1N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.2931	-0.17	5	3	92.78	-1.4894	5	0.6986412902508933	0.8333333333333334
G4	RPRJDHMZIQDEPQ	C(C1C(C)(C(C(O1)O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4228	-0.278	5	3	92.78	-2.873	5	0.6963764230086807	0.8333333333333334
G4	BTNCZVRDPBCGFA	CC1(C(CO)OC(C1N)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.2105	-0.063	5	4	95.94	-1.0686	5	0.8362726698581949	0.8333333333333334
G4	SMXXDFMORMZOIE	C1(C(O)OC(CN)C1CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1701	-0.057	5	3	92.78	0.90377	5	0.8043298284594719	0.8333333333333334
G4	SFWQIWHXJDKAAI	C1C(CCO)(C(C(O)O1)N)O	163.084457896	C6H13NO4	6	13	4.0	-2.0808	0.045	5	4	95.94	-1.2552	5	0.8385375371004079	0.8333333333333334
G4	RRFLXNILKZSPEI	C(C1C(C(C(O1)O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-2.7208	-0.169	5	3	92.78	-1.9059	5	1.078476393539894	1.0
G4	XZNZTUPJLJAVAU	C1C(C)(C(C(O)O1)N)O	133.073893212	C5H11NO3	5	11	3.0	-1.6085	-0.192	4	3	75.71	-0.66838	4	0.5574058055712909	0.8
G4	RDZBXCZTPLQKQK	C(C1C(CN)OC(C1O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5261	-0.221	5	3	92.78	-2.3015	5	0.8055165067832172	0.8333333333333334
G4	YJRNHDVENYSMQO	C(C(C1C(C(C(O)O1)N)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.2882	-0.04	6	4	113.01	-1.9059	6	1.3573432578267992	1.0
G4	WGYKNILDCMEZGZ	C(C(C1C(C(C(O)O1)O)O)N)=O	177.063722452	C6H11NO5	6	11	5.0	-3.2882	-0.04	6	4	113.01	-4.5672	6	1.3573432578267994	1.0
G4	ADOCKUXZFKESII	C1(CC(CN)(C(CO)O1)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.2851	0.045	5	4	95.94	-0.88064	5	0.8385375371004077	0.8333333333333334
G4	GVJGWERMMPSWMR	C(C(C1C(CC(O)O1)O)N)O	163.084457896	C6H13NO4	6	13	4.0	-2.2238	-0.224	5	4	95.94	-4.1309	5	0.839724215424153	0.8333333333333334
G4	OLNRHXFHODCYJB	C1C(C(CO)O)(C(C(O)O1)N)O	179.079372516	C6H13NO5	6	13	5.0	-3.1026	0.444	6	5	116.17	0.074524	6	1.4960528263525676	1.0
G4	TZLBNNSMWSMROY	C1(C(C(CO)(C(CO)O1)O)N)O	179.079372516	C6H13NO5	6	13	5.0	-3.1372	0.444	6	5	116.17	-0.36209	6	1.496052826352568	1.0
G4	JSBIIHIILNIOMZ	C1(C(C(CN)(C(CO)O1)O)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.535	0.368	6	5	121.96	-0.42599	6	1.5274811337687069	1.0
G4	UMXGDCIESQQMLQ	C(C(C1C(C(C(O)O1)N)O)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.4737	0.099	6	5	121.96	-3.1187	6	1.5286678120924522	1.0
G4	ACWSJTQJLUGZDT	C1C(CN)(C(C(O)O1)O)O	149.068807832	C5H11NO4	5	11	4.0	-2.5352	0.315	5	4	95.94	0.26137	5	1.217185962065663	1.0
G4	SSQWRIXIVJTAIA	C1C(C(C(CO)(O)O1)N)O	149.068807832	C5H11NO4	5	11	4.0	-2.5689	0.177	5	4	95.94	0.51823	5	1.2171859620656635	1.0
G4	SMIZHIAKZNPFGF	C1C(C(C(CN)(O)O1)O)O	149.068807832	C5H11NO4	5	11	4.0	-2.5689	0.177	5	4	95.94	-2.9184	5	1.217185962065663	1.0
G4	GPRYWMSKVLBMRB	C1C(C(C(O)O1)N)O	119.058243148	C4H9NO3	4	9	3.0	-1.9065	-0.083	4	3	75.71	0.40956	4	0.939505776102504	1.0
G4	XRFHQVUZHUXOQQ	C1(C(C(CN)(C(CO)O1)O)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1372	0.444	6	5	116.17	-0.30387	6	1.4960528263525674	1.0
G4	CMWAKYDAACVKKQ	C(C1(C(C(C(CO)O1)O)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3832	0.091	6	4	113.01	-1.8183	6	1.3561565795030532	1.0
G4	JKVXNVZBTOZOED	C(C1CC(C(CN)(O1)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5311	-0.308	5	3	92.78	-3.3104	5	0.698641290250893	0.8333333333333334
G4	RTBAHONXNYLJHX	C1(C(CN)OC(C)(C1O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1005	-0.252	5	3	92.78	2.6448	5	0.6951897446849352	0.8333333333333334
G4	IVSYUEFIQASRLR	C1(C(C)OC(CN)(C1O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1005	-0.252	5	3	92.78	2.0131	5	0.695189744684935	0.8333333333333334
G4	FUWBYCZFNMNHDI	C1C(C(C(C(CN)O)(O)O1)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.5341	0.23	6	5	121.96	0.79577	6	1.5274811337687069	1.0
G4	FRCGNJGDBLUXOP	C(C(C1(C(CCO1)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4965	-0.308	5	3	92.78	-1.7627	5	0.6986412902508933	0.8333333333333334
G4	WTEZTAFLGNQRDS	C1(COC(CCN)(C1O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9708	-0.144	5	3	92.78	1.9267	5	0.6974546119271471	0.8333333333333334
G4	ZDJMEJJONYEHFG	C1(C(CCN)OC(C1O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9104	-0.275	5	3	92.78	1.0622	5	0.6986412902508937	0.8333333333333334
G4	JWTHAQJNEBDNIL	C(CNC1C(O)OCC1O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.2877	-0.0069999	5	3	78.79	-0.86576	5	0.7980654452497635	0.8333333333333334
G4	YABCBHVPJDVYMV	C1C2C(C(C(C2N)(O)O1)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.5182	-0.177	5	4	95.94	-0.080929	5	1.1354817248045372	0.8333333333333334
G4	QSOVPLOUYJOFHT	C(C(C1(C(C(CO1)O)O)O)N)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3486	0.091	6	4	113.01	-5.339	6	1.3561565795030532	1.0
G4	QLJRCUSZXJLXHN	C(C1C(CC(CN)(O1)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5311	-0.308	5	3	92.78	-2.3369	5	0.698641290250893	0.8333333333333334
G4	FOSOYQROIWMQIU	C1C(C(C(C(CO)O)(O)O1)N)N	178.095356928	C6H14N2O4	6	14	4.0	-3.5341	0.23	6	5	121.96	-0.25324	6	1.5274811337687066	1.0
G4	ZHGQEPKAGWNLML	C1C(C2C(C(CO2)N)(O)O1)O	161.068807832	C6H11NO4	6	11	4.0	-2.4327	-0.175	5	3	84.94	0.30263	5	0.8328045848542163	0.8333333333333334
G4	BVTOLNLZOILAAF	C1C2C(C(C(CO2)N)(O)O1)O	161.068807832	C6H11NO4	6	11	4.0	-2.4327	-0.175	5	3	84.94	-0.0035202	5	0.8328045848542163	0.8333333333333334
G4	WYGYXMGTVUZFSL	C1C(C(C(C(CO)N)(O)O1)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.5341	0.23	6	5	121.96	-2.5466	6	1.5274811337687069	1.0
G4	JIXWDMDZBFTPQC	C(C1CC(C(CN)(O1)O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.9289	-0.384	5	3	98.57	-3.8116	5	0.7300695976670325	0.8333333333333334
G4	AOMFOHAJRHFITK	C(C(C1(C(CCO1)N)O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.8943	-0.384	5	3	98.57	-2.3501	5	0.7300695976670325	0.8333333333333334
G4	OTZSERCWUQXLOY	C1C(CC(C(CN)O)(O)O1)O	163.084457896	C6H13NO4	6	13	4.0	-2.2842	-0.093	5	4	95.94	1.1087	5	0.8385375371004077	0.8333333333333334
G4	KCVLYCANQJTTCD	C1C(C(C(CCN)(O)O1)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.1145	-0.093	5	4	95.94	-2.7191	5	0.8385375371004077	0.8333333333333334
G4	INULTRGUBCIAQQ	C1(C2(C(CC(C2N)O1)O)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4291	-0.257	5	4	95.94	0.79532	5	1.0297931865959584	0.8333333333333334
G4	WWMWMHZFYMACIN	C1C(CN)(C(C(O)O1)(CO)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1639	0.713	6	5	116.17	0.070183	6	1.4948661480288228	1.0
G4	GSYVUVFKWGYYBZ	C(C1(C(O)OCC1(CN)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3762	0.498	6	4	113.01	-2.0072	6	1.354969901179308	1.0
G4	FQAQSXAUCXMEJS	C(CN)(C1(COC(C1O)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.1338	0.393	6	4	113.01	0.9973	6	1.354969901179308	1.0
G4	AKHFVTXXRDBQOC	C(C(C1(C(O)OCC1N)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3149	0.229	6	4	113.01	-2.2563	6	1.3561565795030537	1.0
G4	HYVPQWFGYOOZRG	C1C(C(C(O)O1)(CO)O)N	149.068807832	C5H11NO4	5	11	4.0	-2.5352	0.315	5	4	95.94	-0.2604	5	1.217185962065663	1.0
G4	RUBVFEJCSWTSLY	C(C1(C(CN)OC(C1O)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3495	0.229	6	4	113.01	-1.8463	6	1.3561565795030532	1.0
G4	XIDULHVIKPDVII	C1C(C(C(O)O1)(C(C)O)O)N	163.084457896	C6H13NO4	6	13	4.0	-2.1759	-0.063	5	4	95.94	-0.43022	5	0.8362726698581949	0.8333333333333334
G4	BOQOXMIDGNIUNB	C1C(C(C(O)O1)(C(CN)O)O)N	178.095356928	C6H14N2O4	6	14	4.0	-3.5004	0.368	6	5	121.96	-0.19061	6	1.5274811337687069	1.0
G4	DRKBBGIZZQSKHX	C1C(C(CO)(C(CN)(O)O1)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1976	0.575	6	5	116.17	-1.2972	6	1.4948661480288226	1.0
G4	MSXQVTCERZWIGT	C1C(C(C(O)O1)(C(CO)N)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1026	0.444	6	5	116.17	-4.8477	6	1.496052826352568	1.0
G4	ZIJMXBTWZLKTDM	C1C(C(C(O)O1)(C(CO)O)O)N	179.079372516	C6H13NO5	6	13	5.0	-3.1026	0.444	6	5	116.17	-0.12877	6	1.496052826352568	1.0
G4	JVWBGJPHEYMCTB	C1C(C(C(O)O1)(C(CN)O)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.1026	0.444	6	5	116.17	-1.4909	6	1.496052826352568	1.0
G4	XXAIKNUMEHILJF	C1(C2(CC(C(C2O)O1)O)N)O	161.068807832	C6H11NO4	6	11	4.0	-2.4291	-0.257	5	4	95.94	0.6328	5	1.0297931865959586	0.8333333333333334
G4	RIONMIMDRFTCGU	C1(C2(CC(C(C2O)O)O1)N)O	161.068807832	C6H11NO4	6	11	4.0	-2.4291	-0.257	5	4	95.94	-0.70237	5	1.0297931865959586	0.8333333333333334
G4	DMNBIOSWOQUIRB	C(C1(C(CN)OC(C1)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4974	-0.17	5	3	92.78	-3.4137	5	0.6986412902508937	0.8333333333333334
G4	WXQZBUWLJJARRZ	C1C(C2C(C(CN2)O)(O)O1)O	161.068807832	C6H11NO4	6	11	4.0	-2.1784	0.037	5	4	81.95	3.1357	5	1.124579117705126	0.8333333333333334
G4	JCVBCUHKFKOTRZ	C1C(C2C(C(CN2)N)(O)O1)O	160.084792244	C6H12N2O3	6	12	3.0	-2.5762	-0.039	5	4	87.74	2.2729	5	1.1560074251212649	0.8333333333333334
G4	MSPISFWTUPUGDH	C1C2(C(C(C(CO)O2)O1)N)O	161.068807832	C6H11NO4	6	11	4.0	-2.5246	-0.175	5	3	84.94	-0.15827	5	0.8362561304201742	0.8333333333333334
G4	STASOLWLLCWRKG	C1C2(C(C(C(CO1)O2)O)N)O	161.068807832	C6H11NO4	6	11	4.0	-2.4327	-0.175	5	3	84.94	-0.7626	5	0.8328045848542163	0.8333333333333334
G4	KEYMTDFFCIQLRL	C(C1C(C(C(CO)(O)O1)N)N)O	178.095356928	C6H14N2O4	6	14	4.0	-3.5687	0.23	6	5	121.96	-0.5063	6	1.5274811337687069	1.0
G4	YSHKWSFWOAGFEW	C(CC1(C(C(CO1)N)N)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.7246	-0.384	5	3	98.57	-1.9173	5	0.7300695976670323	0.8333333333333334
G4	LAXJNWHZPQXSMD	C(C(C1(CC(CO1)N)O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.8943	-0.384	5	3	98.57	-1.7325	5	0.7300695976670327	0.8333333333333334
G4	NGJYRHQGETUDCC	C1C2C(C(C(CN)O2)(O)O1)O	161.068807832	C6H11NO4	6	11	4.0	-2.5246	-0.175	5	3	84.94	0.18054	5	0.8362561304201742	0.8333333333333334
G4	DCTBMJDDUARXIG	C1(C(C(C(C(CN)O)O1)O)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.0759	0.175	6	5	116.17	-2.5335	6	1.4972395046763132	1.0
G4	JNUSWPZXLWSHSG	C1C2C(C(C(CN2)O)(O)O1)O	161.068807832	C6H11NO4	6	11	4.0	-2.1784	0.037	5	4	81.95	2.917	5	1.124579117705126	0.8333333333333334
G4	OKHYRDAPQQIKIL	C1C2C(C(C(CN2)N)(O)O1)O	160.084792244	C6H12N2O3	6	12	3.0	-2.5762	-0.039	5	4	87.74	2.0421	5	1.1560074251212649	0.8333333333333334
G4	OZPVZIUAHMGARS	C(C1(C(C(C(CO)O1)N)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.3832	0.091	6	4	113.01	-1.4889	6	1.356156579503053	1.0
G4	GISLONCAJODKLF	C1C(C(C(C(CN)O)(O)O1)O)N	178.095356928	C6H14N2O4	6	14	4.0	-3.5341	0.23	6	5	121.96	0.77915	6	1.5274811337687069	1.0
G4	VTDOTDIICBOQKF	C1C(C(C(C(CO)N)(O)O1)O)N	178.095356928	C6H14N2O4	6	14	4.0	-3.5341	0.23	6	5	121.96	-2.4868	6	1.5274811337687069	1.0
G4	GKIDOTMSUOKJSY	C1C2(C(C(C(CO1)O2)N)O)O	161.068807832	C6H11NO4	6	11	4.0	-2.4327	-0.175	5	3	84.94	-0.50497	5	0.832804584854216	0.8333333333333334
G4	FGMXCNBFDLIMFC	C1(C(CN)(O)OC(CO)C1O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.0272	0.255	6	4	113.01	0.84333	6	1.3549699011793075	1.0
G4	HCVBLSQRQMUEGL	C(CN)(C1(C(C(CO1)O)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.1675	0.255	6	4	113.01	-2.2819	6	1.354969901179308	1.0
G4	YHYHQSRKCKNEKW	C1(C(CO)OC(CN)(C1O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.0272	0.255	6	4	113.01	1.1717	6	1.3549699011793082	1.0
G4	FXFCWLXDQUYZSE	C1C(C(C(C(O)O1)N)O)O	149.068807832	C5H11NO4	5	11	4.0	-2.4166	0.046	5	4	95.94	-2.8034	5	1.2149210948234503	1.0
G4	CNTBUSZDEMPDCA	C1(COC(C(C)(C1N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-1.9749	-0.114	5	3	92.78	-3.2756	5	0.691738199118977	0.8333333333333334
G4	QXAVWFWGLCWZKI	C1(C(O)OCC(CN)(C1)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.0495	-0.006	5	3	92.78	1.3526	5	0.6940030663611904	0.8333333333333334
G4	RPGHPZNKSOZHMH	C1(COC(C(C1N)O)O)=O	147.053157768	C5H9NO4	5	9	4.0	-2.2729	-0.0049999	5	3	92.78	-0.35976	5	1.0738381696501906	1.0
G4	VHVVIMILSGSOMZ	C1(C(C(CN)OC(C1)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.0228	-0.275	5	3	92.78	1.6107	5	0.6951897446849357	0.8333333333333334
G4	BBVKBWIGWFIVLI	C1(C(C(O)OC(CN)C1)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.0228	-0.275	5	3	92.78	1.2894	5	0.6951897446849357	0.8333333333333334
G4	CWGGDGKLSDEIKY	CC1(C(COC(C1N)O)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.1186	-0.063	5	4	95.94	-1.5383	5	0.8328211242922368	0.8333333333333334
G4	YKELKTPLPNAIIR	C(C1(CCOC(C1N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4055	-0.17	5	3	92.78	-3.2281	5	0.6951897446849352	0.8333333333333334
G4	FCCGKFQCZGAIKQ	C1CC(CO)(C(C(O)O1)N)O	163.084457896	C6H13NO4	6	13	4.0	-2.1932	0.045	5	4	95.94	-3.12	5	0.8350859915344498	0.8333333333333334
G4	MIVMGNQSGJHSSK	C(C1CC(C(C(O1)O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.3788	-0.439	5	3	92.78	-2.1605	5	0.6963764230086805	0.8333333333333334
G4	BHONLUHRIMLJNI	C(C1C(C(C(C(O1)O)N)O)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.2309	-0.04	6	4	113.01	-1.6038	6	1.3538917122608414	1.0
G4	FAIOGPFLWTZPQZ	C1C(C(CN)(CC(O)O1)O)O	163.084457896	C6H13NO4	6	13	4.0	-2.1932	0.045	5	4	95.94	-1.0356	5	0.8350859915344496	0.8333333333333334
G4	BTLCAPNESJBJQP	C1C(C(CO)(C(C(O)O1)N)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.0453	0.444	6	5	116.17	-1.6773	6	1.4926012807866105	1.0
G4	NOBVHNGBNKJBES	C1C(C(CN)(C(C(O)O1)N)O)O	178.095356928	C6H14N2O4	6	14	4.0	-3.4431	0.368	6	5	121.96	-1.6933	6	1.524029588202748	1.0
G4	NFZYLOATPFUFCJ	C1C(C(CN)(C(C(O)O1)O)O)O	179.079372516	C6H13NO5	6	13	5.0	-3.0453	0.444	6	5	116.17	-1.4586	6	1.4926012807866096	1.0
G4	WXEIPDGSJTZZGX	C(C1(C(C(C(CO1)O)O)N)O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.2913	0.091	6	4	113.01	-4.5705	6	1.3527050339370954	1.0
G4	CHDVFPZETFVFJZ	C(C1CC(C(C(O1)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.3788	-0.439	5	3	92.78	-2.1996	5	0.6963764230086805	0.8333333333333334
