Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL
G5	C(CO)(C(C1C=CC(O)O1)O)=O	UOGCANYHZKLSML	174.05282342	C7H10O5	7	10	5	-1.8479	-0.241	5	3	86.99	0.025093	5	0.46803311489797667
G5	C(C(C1C(O)OCC=1CO)O)=O	FXKFELHBEGYJMI	174.05282342	C7H10O5	7	10	5	-1.8326	0.103	5	3	86.99	-2.693	5	0.46684643657423136
G5	C1(C(O)OCC1(CO)O)=CC=O	OCJGPGZXWMZYOW	174.05282342	C7H10O5	7	10	5	-1.7935	0.118	5	3	86.99	-3.2581	5	0.4633948910082729
G5	C1C(OC(C=1C=O)(CO)CO)O	IGYZHBJSVZDNIH	174.05282342	C7H10O5	7	10	5	-2.0094	0.118	5	3	86.99	-4.1874	5	0.46684643657423114
G5	C1C(CO)OC(C=1C(CO)=O)O	WRQZAWZEGOPDOK	174.05282342	C7H10O5	7	10	5	-1.767	0.013	5	3	86.99	1.2475	5	0.46684643657423136
G5	C1C(CO)OC(C=1C=O)(CO)O	GQBWSOMWGFTSQW	174.05282342	C7H10O5	7	10	5	-2.0431	-0.02	5	3	86.99	-2.0535	5	0.46684643657423136
G5	C(C(C1(C=CC(CO)O1)O)O)=O	XKBYHWZUCDPBOC	174.05282342	C7H10O5	7	10	5	-2.124	-0.274	5	3	86.99	-3.763	5	0.46803311489797667
G5	C1C(CO)OC(C=1)(C(CO)O)O	UTGBAFFFBJRUBE	176.068473484	C7H12O5	7	12	5	-1.9117	-0.059	5	4	90.15	-1.6627	5	0.607929361747491
G5	C(C1(C(CO)=CC(CO)O1)O)=O	SREHLKGKXLKBTH	174.05282342	C7H10O5	7	10	5	-2.0431	-0.02	5	3	86.99	-2.0255	5	0.46684643657423136
G5	C(C1(C(C(C(CO)O1)O)=C)O)=O	NONGQEXKEFXMJK	174.05282342	C7H10O5	7	10	5	-1.8902	-0.295	5	3	86.99	-5.2589	5	0.46458156933201866
G5	C=CC1(C(C(C(CO)O1)O)O)O	CBIXYUKXHWGIDS	176.068473484	C7H12O5	7	12	5	-1.5775	-0.334	5	4	90.15	-8.7935	5	0.6056644945052784
G5	C1C(CO)OC(C=1CO)(CO)O	IXGRZBCQWYHPEX	176.068473484	C7H12O5	7	12	5	-1.8308	0.195	5	4	90.15	0.12064	5	0.6067426834237457
G5	C=C1C(CO)(O)OC(CO)C1O	KHEMVWBHRORMGT	176.068473484	C7H12O5	7	12	5	-1.6779	-0.08	5	4	90.15	-3.1327	5	0.6044778161815337
G5	C(C(C1C(OC(C=1)CO)O)O)=O	ZYFRFBBSOCLDNI	174.05282342	C7H10O5	7	10	5	-1.9481	-0.151	5	3	86.99	-2.3662	5	0.46803311489797667
G5	C1(C(O)OC(CO)C1O)=CC=O	MMGSNEZEDLDVSM	174.05282342	C7H10O5	7	10	5	-1.7668	-0.151	5	3	86.99	-4.008	5	0.4645815693320189
G5	C1C(OC(C=1C=O)C(CO)O)O	KCUVKHDKPUGRAL	174.05282342	C7H10O5	7	10	5	-1.9481	-0.151	5	3	86.99	-2.1504	5	0.46803311489797644
G5	C(C1(C=C(CO1)C(CO)O)O)=O	OBOURZIYNTVVRX	174.05282342	C7H10O5	7	10	5	-2.0085	-0.02	5	3	86.99	-1.9367	5	0.46684643657423136
G5	C(C1(C=C(CO)C(CO)O1)O)=O	HJUCDEWFJIPTPG	174.05282342	C7H10O5	7	10	5	-2.0431	-0.02	5	3	86.99	-2.1637	5	0.46684643657423136
G5	C(C1C=CC(C(CO)O)(O1)O)=O	ASLNUUNDSOAILJ	174.05282342	C7H10O5	7	10	5	-2.124	-0.274	5	3	86.99	-3.6155	5	0.46803311489797667
G5	C1C(C(CO)O)(OCC=1C)O	OWCAYWOFYOJHJW	160.073558864	C7H12O4	7	12	4	-0.8695	-0.312	4	3	69.92	0.32922	4	-0.05303747307062713
G5	C=C1COC(C(CO)O)(C1)O	TWKOTWDMAZNWNK	160.073558864	C7H12O4	7	12	4	-0.7912	-0.479	4	3	69.92	-2.2672	4	-0.05303747307062713
G5	C=C1C(CO)OC(CO)(C1)O	KRMRFDFCNSXXRZ	160.073558864	C7H12O4	7	12	4	-0.8258	-0.479	4	3	69.92	-6.8209	4	-0.05303747307062713
G5	C1C(CO)(OC(C=1C)CO)O	FEPVLVMNMCEMHX	160.073558864	C7H12O4	7	12	4	-0.9041	-0.312	4	3	69.92	-0.19439	4	-0.05303747307062735
G5	C=C1C(CO)OC(C)(C1O)O	NEMQPFMURPNFPV	160.073558864	C7H12O4	7	12	4	-0.7512	-0.587	4	3	69.92	-1.6105	4	-0.05530234031283971
G5	C=C1C(C(C)(C(CO)O1)O)O	UWSIBMSMFFVXST	160.073558864	C7H12O4	7	12	4	-0.9823	-0.82	4	3	69.92	-2.9683	4	-0.05530234031283971
G5	C1C(C(CO)O)(OCC=1C=O)O	KVVMRBBLYZXTEK	174.05282342	C7H10O5	7	10	5	-2.0085	-0.02	5	3	86.99	-1.8912	5	0.46684643657423136
G5	C1(C(COC1(C=CCO)O)O)=O	DFWPOOWXNJSOHO	174.05282342	C7H10O5	7	10	5	-1.3708	-0.11	5	3	86.99	1.2084	5	0.46339489100827314
G5	C(CO)=C1C(C(CO)(OC1)O)=O	MVGODNDZMSUMKV	174.05282342	C7H10O5	7	10	5	-1.4712	0.144	5	3	86.99	1.1605	5	0.46220821268452783
G5	C(CO)(C1(C(C(CO1)O)=C)O)=O	LWRHJKCLGBMXLV	174.05282342	C7H10O5	7	10	5	-1.6745	-0.131	5	3	86.99	-0.60647	5	0.46339489100827336
G5	C(CO)(C1(C(CO)=CCO1)O)=O	YIVUDAFJGCGEFE	174.05282342	C7H10O5	7	10	5	-1.8274	0.144	5	3	86.99	2.119	5	0.46565975825048583
G5	C1(COC(C(CO)=C)(C1O)O)=O	GCCWYGVCOFKTJK	174.05282342	C7H10O5	7	10	5	-1.1521	-0.131	5	3	86.99	-1.2291	5	0.46339489100827336
G5	C1C(CO)(OCC=1C(CO)=O)O	KWKMRNWMLIWPFZ	174.05282342	C7H10O5	7	10	5	-1.8274	0.144	5	3	86.99	1.2838	5	0.4656597582504856
G5	C(CO)(C1C(C(C(O)O1)=C)O)=O	IGVRBUSZQXALMT	174.05282342	C7H10O5	7	10	5	-1.6141	-0.262	5	3	86.99	-1.5997	5	0.46458156933201866
G5	C(CO)(C1C=C(CO)C(O1)O)=O	UWYYGRQMCBUZRP	174.05282342	C7H10O5	7	10	5	-1.767	0.013	5	3	86.99	1.5181	5	0.46684643657423136
G5	C=C1C(C(CO)O)(O)OCC1O	WDLRAOXDHGTGPK	176.068473484	C7H12O5	7	12	5	-1.6433	-0.08	5	4	90.15	-2.6231	5	0.6044778161815331
G5	C1COC(C=1CO)(C(CO)O)O	TXUCMTFVYVXPKI	176.068473484	C7H12O5	7	12	5	-1.7962	0.195	5	4	90.15	0.21302	5	0.6067426834237455
G5	C=C1C(O)OC(C(CO)O)C1O	HYXVXURLOXCYNY	176.068473484	C7H12O5	7	12	5	-1.5829	-0.211	5	4	90.15	-3.3639	5	0.6056644945052788
G5	C1C(C(CO)O)OC(C=1CO)O	OIOJZFIIKMJNHL	176.068473484	C7H12O5	7	12	5	-1.7358	0.064	5	4	90.15	0.015367	5	0.6079293617474912
G5	C(C1C(C(C(C=C)(O1)O)O)O)=O	GVYUJPWOZXKRNM	174.05282342	C7H10O5	7	10	5	-1.7898	-0.549	5	3	86.99	-10.64	5	0.46576824765576397
G5	C(C1C(C(C(CO)(O1)O)=C)O)=O	WIYPBEUHSAXURQ	174.05282342	C7H10O5	7	10	5	-1.8902	-0.295	5	3	86.99	-5.1915	5	0.46458156933201866
G5	C(C1C=C(CO)C(CO)(O1)O)=O	MPMUDKJFLHSWOT	174.05282342	C7H10O5	7	10	5	-2.0431	-0.02	5	3	86.99	-2.0385	5	0.46684643657423136
G5	C=CC1(C(C(CO1)(C)O)O)O	DDUFCBBFCGFPFC	160.073558864	C7H12O4	7	12	4	-0.6775	-0.572	4	3	69.92	-4.3	4	-0.05530234031283993
G5	C=C1COC(CCO)(C1O)O	MWGDPFVHTREQNE	160.073558864	C7H12O4	7	12	4	-0.6215	-0.479	4	3	69.92	-4.0765	4	-0.05303747307062713
G5	C=C1C(CO)(O)OCC1(C)O	NXQFUCBRNJMUEK	160.073558864	C7H12O4	7	12	4	-0.7779	-0.318	4	3	69.92	-1.9215	4	-0.05648901863658513
G5	C1(COC(C=1CO)(CO)O)C	JFPMJWJAYGBINR	160.073558864	C7H12O4	7	12	4	-0.7886	-0.058	4	3	69.92	-0.26226	4	-0.054224151394372436
G5	C=C1COC(CO)(C1CO)O	QILQFYLLYFLKJG	160.073558864	C7H12O4	7	12	4	-0.8812	-0.261	4	3	69.92	-3.3084	4	0.052651065137951134
G5	C(CO)=C1COC(CO)(C1)O	WNYUCSUESFVGMG	160.073558864	C7H12O4	7	12	4	-0.7628	-0.204	4	3	69.92	-2.8359	4	-0.05422415139437266
G5	C=CC1(COC(CO)(C1)O)O	ZKVBGCMKEHOYTI	160.073558864	C7H12O4	7	12	4	-0.7521	-0.464	4	3	69.92	-7.4678	4	-0.05303747307062735
G5	C1C(CO)(OCC=1CCO)O	LLXPVXFVTDMDIH	160.073558864	C7H12O4	7	12	4	-0.7744	-0.204	4	3	69.92	-1.9476	4	-0.05077260582841466
G5	C(CO)=C1COC(C)(C1O)O	ZILSLUGIIVFBSU	160.073558864	C7H12O4	7	12	4	-0.6882	-0.312	4	3	69.92	1.6768	4	-0.05648901863658535
G5	C=CC1(COC(C)(C1O)O)O	SMKIOEAQEMXKAR	160.073558864	C7H12O4	7	12	4	-0.6775	-0.572	4	3	69.92	-2.4948	4	-0.05530234031283993
G5	C=C1C(C(CO1)(CCO)O)O	DDAMHDRPIZYIJU	160.073558864	C7H12O4	7	12	4	-0.8526	-0.712	4	3	69.92	-5.4596	4	-0.053037473070627464
G5	C(C(C1C=CC(CO)(O1)O)O)=O	HZSSIWHIOLYIEI	174.05282342	C7H10O5	7	10	5	-2.124	-0.274	5	3	86.99	-3.7715	5	0.46803311489797667
G5	C(C(C1C(C(C(O1)=C)O)O)O)=O	RPJBQIWLEYTUDC	174.05282342	C7H10O5	7	10	5	-2.06	-0.797	5	3	86.99	-9.1932	5	0.46576824765576397
G5	C1C(CO)(OCC=1C(CO)O)O	PBLRTMPFYJBTSE	176.068473484	C7H12O5	7	12	5	-1.7962	0.195	5	4	90.15	0.0054129	5	0.6067426834237455
G5	C1C(CO)(OC(C=1CO)CO)O	BWYFKSZECGRWSH	176.068473484	C7H12O5	7	12	5	-1.8308	0.195	5	4	90.15	-0.014224	5	0.6067426834237457
G5	C=C1C(C(CO1)(C(CO)O)O)O	QTVNVHOLLIDEET	176.068473484	C7H12O5	7	12	5	-1.8744	-0.313	5	4	90.15	-4.2657	5	0.6044778161815328
G5	C=C1C(C(CO)(C(CO)O1)O)O	DNAWXWNURBHSJB	176.068473484	C7H12O5	7	12	5	-1.909	-0.313	5	4	90.15	-4.8278	5	0.6044778161815333
G5	C=C1COC(C(CO)O)(C1O)O	REPHDHXOSPDCJH	176.068473484	C7H12O5	7	12	5	-1.6433	-0.08	5	4	90.15	-2.9422	5	0.6044778161815331
G5	C1(COC(C=1)O)C(CO)O	RMRDGYWOKDHSBY	146.0579088	C6H10O4	6	10	4	-1.1338	-0.065	4	3	69.92	-0.21004	4	0.329062497460586
G5	C1(CO)C(CO)OC(C=1)O	CQWGQURHYROQLP	146.0579088	C6H10O4	6	10	4	-1.1684	-0.065	4	3	69.92	-0.45172	4	0.32906249746058647
G5	C=C1C(CO)OC(C1O)O	GQRKBDPXWDYMSC	146.0579088	C6H10O4	6	10	4	-1.0155	-0.34	4	3	69.92	-3.4945	4	0.32679763021837377
G5	C(C(C1(C=CC(O1)O)CO)O)=O	LEGIWZKFPBKKFQ	174.05282342	C7H10O5	7	10	5	-2.0903	-0.136	5	3	86.99	-4.3093	5	0.46803311489797667
G5	C(C1(COC(C1O)O)O)=CC=O	MNHYPFIDTIHFGB	174.05282342	C7H10O5	7	10	5	-1.6931	-0.136	5	3	86.99	-3.2641	5	0.46458156933201844
G5	C(C(C=C1COC(C1O)O)O)=O	XXKABJQAEMZMGB	174.05282342	C7H10O5	7	10	5	-1.7322	-0.151	5	3	86.99	-2.1915	5	0.46458156933201866
G5	C(C(C1C(CO)(OCC=1)O)O)=O	QUHGFYACCHCQTG	174.05282342	C7H10O5	7	10	5	-2.0085	-0.02	5	3	86.99	-2.1735	5	0.46684643657423136
G5	C1(C(CO)(O)OCC1O)=CC=O	JVRSQYXUVVAAIG	174.05282342	C7H10O5	7	10	5	-1.8272	-0.02	5	3	86.99	-3.3716	5	0.4633948910082727
G5	C1C(OC(C=1C(CO)=O)CO)O	UXWVRHYPMNNFFU	174.05282342	C7H10O5	7	10	5	-1.767	0.013	5	3	86.99	1.1409	5	0.46684643657423136
G5	C(C1(C(C(CO1)O)O)O)=CC=O	QSOCKTZHHYGBCA	174.05282342	C7H10O5	7	10	5	-1.7268	-0.274	5	3	86.99	-6.7232	5	0.4645815693320182
G5	C(CO)=C1COC(C1O)O	ZKEFLIMKHHUJKF	146.0579088	C6H10O4	6	10	4	-0.9525	-0.065	4	3	69.92	-0.0735	4	0.325610951894628
G5	C=CC1(COC(C1O)O)O	XLOWIZLKCZOBKB	146.0579088	C6H10O4	6	10	4	-0.9418	-0.325	4	3	69.92	-4.2195	4	0.32679763021837377
G5	C1COC(C=1CO)(CO)O	ZQLPZEQXGRHILA	146.0579088	C6H10O4	6	10	4	-1.2288	0.066	4	3	69.92	-0.1155	4	0.3278758191368407
G5	C=C1C(CO)(O)OCC1O	QASHXMNUYLKFGG	146.0579088	C6H10O4	6	10	4	-1.0759	-0.209	4	3	69.92	-2.8778	4	0.32561095189462846
G5	C(C(C1C(C(C(O1)O)O)=C)O)=O	VAIWWCXAOHMGLD	174.05282342	C7H10O5	7	10	5	-1.7952	-0.426	5	3	86.99	-5.3327	5	0.46576824765576397
G5	C(C(C(C1(C=CCO1)O)O)O)=O	YJQQCFPMWZWMFN	174.05282342	C7H10O5	7	10	5	-2.0894	-0.274	5	3	86.99	-2.0798	5	0.46803311489797667
G5	C(C1(C=CC(C(CO)O)O1)O)=O	FFNWBSAPTNNTBA	174.05282342	C7H10O5	7	10	5	-2.124	-0.274	5	3	86.99	-3.6407	5	0.46803311489797667
G5	C1C(C(CO)O)OC(C=1)(CO)O	OYTNYAIYJKLNTL	176.068473484	C7H12O5	7	12	5	-1.9117	-0.059	5	4	90.15	-1.6985	5	0.6079293617474912
G5	C=C1C(C(C(C(CO)O)O1)O)O	WIABWBMPXKJGQA	176.068473484	C7H12O5	7	12	5	-1.8477	-0.582	5	4	90.15	-7.1995	5	0.6056644945052786
G5	C(C(C1(C(CO)=CCO1)O)O)=O	UUDZGPRCLMYKHL	174.05282342	C7H10O5	7	10	5	-2.0085	-0.02	5	3	86.99	-1.8589	5	0.46684643657423136
G5	C(C(C1(C(C(CO1)O)=C)O)O)=O	VSLPQDOQHODECJ	174.05282342	C7H10O5	7	10	5	-1.8556	-0.295	5	3	86.99	-4.6315	5	0.46458156933201866
G5	C1C(OCC=1C(C(CO)O)=O)O	WBWRWQVIMBISME	174.05282342	C7H10O5	7	10	5	-1.7324	0.013	5	3	86.99	0.89949	5	0.46684643657423136
G5	C(C(C1C=C(C(O)O1)CO)O)=O	DWDJVHUNJFANAN	174.05282342	C7H10O5	7	10	5	-1.9481	-0.151	5	3	86.99	-2.0435	5	0.46803311489797667
G5	C(C(C1C(C(C(O)O1)=C)O)O)=O	WPTKOGRWNMTTCJ	174.05282342	C7H10O5	7	10	5	-1.7952	-0.426	5	3	86.99	-5.3153	5	0.46576824765576397
G5	C1C2C(C(CO)(C(C=1)(O2)O)O)O	ONQIMKWHJZEPPD	174.05282342	C7H10O5	7	10	5	-2.117	-0.092	5	4	90.15	-1.5638	5	0.7979983329192971
G5	C(C1(C(OCC1(CO)O)=C)O)=O	NGGHZSYNSDEZSA	174.05282342	C7H10O5	7	10	5	-2.148	-0.259	5	3	86.99	-6.5139	5	0.46339489100827336
G5	C=C1C(CO)(C(CO)(CO1)O)O	BUIVTBZKSWBRNF	176.068473484	C7H12O5	7	12	5	-1.9357	-0.044	5	4	90.15	-4.3675	5	0.6032911378577878
G5	C(C1(C(CO)=CC(O1)O)CO)=O	NZLTZUBEXIROPK	174.05282342	C7H10O5	7	10	5	-2.0094	0.118	5	3	86.99	-2.7374	5	0.46684643657423136
G5	C1(COC(C1(CO)O)O)=CC=O	HEDFCYMEBCKLQY	174.05282342	C7H10O5	7	10	5	-1.7935	0.118	5	3	86.99	-3.4568	5	0.4633948910082729
G5	C(C1(C(OC(CO)C1O)=C)O)=O	ZYPLPERWABPTMZ	174.05282342	C7H10O5	7	10	5	-2.1213	-0.528	5	3	86.99	-6.9508	5	0.4645815693320191
G5	C(C1(C(C(C(O1)O)O)=C)CO)=O	YVPJBPNKOGEFHO	174.05282342	C7H10O5	7	10	5	-1.8565	-0.157	5	3	86.99	-5.7525	5	0.46458156933201844
G5	C(C1C(C(C(O1)O)(CO)O)=C)=O	YARXAJPTQKKXIZ	174.05282342	C7H10O5	7	10	5	-1.8565	-0.157	5	3	86.99	-4.9021	5	0.46458156933201844
G5	C=C1C(CO)(C(C(CO)O1)O)O	MTVYXGVIMRDFLC	176.068473484	C7H12O5	7	12	5	-1.909	-0.313	5	4	90.15	-4.8278	5	0.6044778161815333
G5	C=C1C(CO)OC(C1(CO)O)O	UIILJALFSNKEQT	176.068473484	C7H12O5	7	12	5	-1.6442	0.058	5	4	90.15	-2.9773	5	0.6044778161815331
G5	C(C1(C(C(O)OC1)=CCO)O)=O	MASGOSCFNKPVGK	174.05282342	C7H10O5	7	10	5	-1.7935	0.118	5	3	86.99	-1.6655	5	0.46339489100827336
G5	C(C1(COC(C1(C=C)O)O)O)=O	ZJZYFZZZGNWYDN	174.05282342	C7H10O5	7	10	5	-1.7828	-0.142	5	3	86.99	-6.4908	5	0.46458156933201866
G5	C(CO)=C1COC(C1(CO)O)O	ANTOBVXTQOZHCK	176.068473484	C7H12O5	7	12	5	-1.5812	0.333	5	4	90.15	0.21518	5	0.6032911378577875
G5	C=CC1(COC(C1(CO)O)O)O	DKDJYWVIZCKFNH	176.068473484	C7H12O5	7	12	5	-1.5705	0.073	5	4	90.15	-4.4198	5	0.6044778161815328
G5	C=C1COC(C1(CO)O)O	MTWIBJSEWJBKEQ	146.0579088	C6H10O4	6	10	4	-1.0422	-0.071	4	3	69.92	-2.9711	4	0.325610951894628
G5	C(CO)(C1(COC(C1O)=C)O)=O	FDQNGMUDCRPCDP	174.05282342	C7H10O5	7	10	5	-1.9056	-0.364	5	3	86.99	-2.4764	5	0.46339489100827336
G5	C(CO)(C1(C(C(O)OC1)=C)O)=O	JDIFEEAYYMDJAV	174.05282342	C7H10O5	7	10	5	-1.6408	0.0070001	5	3	86.99	-0.84975	5	0.46339489100827314
G5	C(C1(C(C(CO)OC1O)=C)O)=O	OUINTMUWOWENKJ	174.05282342	C7H10O5	7	10	5	-1.8565	-0.157	5	3	86.99	-5.1357	5	0.4645815693320191
G5	C(C1C(C(C(O1)=C)(CO)O)O)=O	KROAVWFUJSCRTN	174.05282342	C7H10O5	7	10	5	-2.1213	-0.528	5	3	86.99	-6.6986	5	0.46458156933201866
G5	C=C1C(CO)(C(C)(CO1)O)O	LKTACZLCQJKVSH	160.073558864	C7H12O4	7	12	4	-1.009	-0.551	4	3	69.92	-2.6027	4	-0.05648901863658513
G5	C=C1COC(C)(C1(CO)O)O	YPXOZJZQMBDTLC	160.073558864	C7H12O4	7	12	4	-0.7779	-0.318	4	3	69.92	-1.2434	4	-0.05648901863658524
G5	C=CC1(C(CO)(C(CO1)O)O)O	LCRCFRBPEAERRM	176.068473484	C7H12O5	7	12	5	-1.6042	-0.065	5	4	90.15	-7.9624	5	0.6044778161815331
G5	C=CC1C(C(CO)(C(O1)O)O)O	HWMSUKBNUZUCAR	176.068473484	C7H12O5	7	12	5	-1.5438	-0.196	5	4	90.15	-4.908	5	0.6056644945052784
G5	C=C1C2(CO)C(C(C(O2)O)O1)O	CVHROADVCZLMKI	174.05282342	C7H10O5	7	10	5	-1.6132	-0.608	5	3	79.15	-5.2837	5	0.3443905436676031
G5	C=C1C2C(C(CO)(C(O2)O)O1)O	IFAIEPXNZAAVAM	174.05282342	C7H10O5	7	10	5	-1.6132	-0.608	5	3	79.15	-5.2837	5	0.3443905436676031
G5	C(C1(C(COC1O)=CCO)O)=O	HLGTWHIPZCRMNH	174.05282342	C7H10O5	7	10	5	-1.7935	0.118	5	3	86.99	-1.8875	5	0.46339489100827336
G5	C(C1(C(O)OCC1(C=C)O)O)=O	GJPXIAUNZCZDTC	174.05282342	C7H10O5	7	10	5	-1.7828	-0.142	5	3	86.99	-6.4908	5	0.46458156933201844
G5	C(C(C1(C(COC1O)=C)O)O)=O	ZXANVPVDQRONBL	174.05282342	C7H10O5	7	10	5	-1.8219	-0.157	5	3	86.99	-4.948	5	0.46458156933201866
G5	C=C1COC(CO)(C1(CO)O)O	LHFCJFNTWOLQQZ	176.068473484	C7H12O5	7	12	5	-1.7046	0.189	5	4	90.15	-3.1815	5	0.6032911378577875
G5	C=C1C(CO)(C(CO1)O)O	SWOGKGRUMWMUIE	146.0579088	C6H10O4	6	10	4	-1.307	-0.442	4	3	69.92	-6.0197	4	0.325610951894628
G5	C(C1(C(CO)OC(C1O)=C)O)=O	CPHCDGFZUDFCQL	174.05282342	C7H10O5	7	10	5	-2.1213	-0.528	5	3	86.99	-6.9444	5	0.46458156933201866
G5	C(C(C1(C(OCC1O)=C)O)O)=O	PHVZERYLSOOTDL	174.05282342	C7H10O5	7	10	5	-2.0867	-0.528	5	3	86.99	-8.0715	5	0.46458156933201866
G5	C(C1(C(C(O)OC1CO)=C)O)=O	VSHPPSAZEKCDEF	174.05282342	C7H10O5	7	10	5	-1.8565	-0.157	5	3	86.99	-5.2315	5	0.46458156933201866
G5	C=C(C=O)C1(C(O)OCC1O)O	IUSIVIOZQVKPFY	174.05282342	C7H10O5	7	10	5	-1.4744	-0.157	5	3	86.99	-6.3515	5	0.46458156933201866
G5	C=C(CO)C1(C(O)OCC1O)O	OCMBWSAMWNSQIF	176.068473484	C7H12O5	7	12	5	-1.2621	0.058	5	4	90.15	-4.2709	5	0.6044778161815333
G5	C=C1COC(C1(C(CO)O)O)O	QSLFKEOSQKDQMW	176.068473484	C7H12O5	7	12	5	-1.6096	0.058	5	4	90.15	-2.8627	5	0.6044778161815331
G5	C=CC1(C(O)OCC1O)O	MSTOYYZYVSRDCE	146.0579088	C6H10O4	6	10	4	-0.9418	-0.325	4	3	69.92	-5.971	4	0.32679763021837377
G5	C(C1C(CO)=CC(O1)O)(O)=O	XKKQBAVRFBJWAQ	160.037173356	C6H8O5	6	8	5	-1.518	-0.047	5	3	86.99	-0.64295	5	0.1681240408665431
G5	C(C1C(C(C(O1)O)O)=C)(O)=O	OGAXIOMXVYHQNL	160.037173356	C6H8O5	6	8	5	-1.3651	-0.322	5	3	86.99	-3.7668	5	0.16585917362433017
G5	C1(C(O)OCC1(C=CCO)O)=O	RYMJSVNSOVCKJS	174.05282342	C7H10O5	7	10	5	-1.3371	0.028	5	3	86.99	1.1209	5	0.46339489100827314
G5	C1(C(O)OCC1O)=CC(CO)=O	QBOMVEINCDJLFI	174.05282342	C7H10O5	7	10	5	-1.5511	0.013	5	3	86.99	1.7167	5	0.46339489100827314
G5	C1C(CO)(OC(C=1C=O)CO)O	BAZYMIUQGFHKDR	174.05282342	C7H10O5	7	10	5	-2.0431	-0.02	5	3	86.99	-2.1804	5	0.46684643657423136
G5	C=C1C(C(CO)(O)OCC1O)O	UDMJNFYJUMRJOB	176.068473484	C7H12O5	7	12	5	-1.586	-0.08	5	4	90.15	-2.7613	5	0.6010262706155752
G5	C1(COC(C=C)(C(C1O)O)O)=O	YKMNKAJVTRLQCO	174.05282342	C7H10O5	7	10	5	-1.3419	-0.385	5	3	86.99	-4.5282	5	0.46113002376606066
G5	C1(COC(C(C1O)=CCO)O)=O	QGEFEUCMEGBUPS	174.05282342	C7H10O5	7	10	5	-1.3189	0.013	5	3	86.99	1.4384	5	0.45994334544231535
G5	C1(C(C(C=C)(C(OC1)O)O)O)=O	ZRDNEJXQEIJEMX	174.05282342	C7H10O5	7	10	5	-1.3082	-0.247	5	3	86.99	-2.9158	5	0.46113002376606066
G5	C1COC(CO)(C(C=1C=O)O)O	TZLUAIPMXSAEHS	174.05282342	C7H10O5	7	10	5	-1.9512	-0.02	5	3	86.99	-2.0496	5	0.46339489100827336
G5	C1(COC(C(C=1CO)=O)O)CO	ZGBGAOWBRUDBPJ	174.05282342	C7H10O5	7	10	5	-1.4193	0.267	5	3	86.99	0.71555	5	0.46220821268452783
G5	C=C1C(C(O)OCC1(CO)O)=O	OJUCLTYUPNUBGP	174.05282342	C7H10O5	7	10	5	-1.4086	0.0070001	5	3	86.99	-3.3755	5	0.45994334544231535
G5	C1(CO)C(C(CO)(OCC=1)O)O	KGPMNDCGFWZQAS	176.068473484	C7H12O5	7	12	5	-1.7389	0.195	5	4	90.15	0.075099	5	0.6032911378577875
G5	C(CO)(C1C(C=CC(O)O1)O)=O	ROVHVRUKCNMHQZ	174.05282342	C7H10O5	7	10	5	-1.7906	-0.241	5	3	86.99	1.3647	5	0.46458156933201866
G5	C(CO)(C1C=CC(C(O1)O)O)=O	DEMGSJXGYXNOFI	174.05282342	C7H10O5	7	10	5	-1.7906	-0.241	5	3	86.99	1.3285	5	0.46458156933201866
G5	C(C1C=CC(C(CO)(O1)O)O)=O	DSGSNJLTNXULHD	174.05282342	C7H10O5	7	10	5	-2.0667	-0.274	5	3	86.99	-2.1521	5	0.46458156933201866
G5	C1(COC(C(C=1C=O)O)O)CO	XWIKMIVEJZFUNK	174.05282342	C7H10O5	7	10	5	-1.7753	0.103	5	3	86.99	-2.5896	5	0.46339489100827314
G5	C1C(O)OCC(C=1C=O)(CO)O	VQUPGGIQINYUJR	174.05282342	C7H10O5	7	10	5	-1.9175	0.118	5	3	86.99	-1.7443	5	0.46339489100827336
G5	C1C(COC(C=1C(CO)=O)O)O	GUYLUTMHKKAROW	174.05282342	C7H10O5	7	10	5	-1.6751	0.013	5	3	86.99	1.5999	5	0.46339489100827336
G5	C1C(COC(C=1C=O)(CO)O)O	QIFWXPVFXHEQSD	174.05282342	C7H10O5	7	10	5	-1.9512	-0.02	5	3	86.99	-1.8439	5	0.46339489100827314
G5	C(C(C1(C=CC(CO1)O)O)O)=O	CZPDVPNXCSFXNM	174.05282342	C7H10O5	7	10	5	-2.0321	-0.274	5	3	86.99	-1.7756	5	0.46458156933201866
G5	C1C(COC(C=1)(C(CO)O)O)O	BEHXJPGBEZOSOS	176.068473484	C7H12O5	7	12	5	-1.8198	-0.059	5	4	90.15	0.24953	5	0.6044778161815331
G5	C(C1(C(CO)=CC(CO1)O)O)=O	UXWPFGZGUJXILK	174.05282342	C7H10O5	7	10	5	-1.9512	-0.02	5	3	86.99	-1.6187	5	0.46339489100827336
G5	C(C1(C(C(C(CO1)O)O)=C)O)=O	FOFWXDHCVGMBDH	174.05282342	C7H10O5	7	10	5	-1.7983	-0.295	5	3	86.99	-8.1943	5	0.46113002376606066
G5	C=CC1(C(C(C(CO1)O)O)O)O	LXURLZLBIQSNIF	176.068473484	C7H12O5	7	12	5	-1.4856	-0.334	5	4	90.15	-10.89	5	0.6022129489393203
